dyadID,subjectID,pt_cond,emot_cond,exper,mainfeel_1_TEXT,mainfeel_2_TEXT,mainfeel_3_TEXT,expl,happy,symp,angry,compass,interest,disgust,mad,anxious,proud,down,worried,frust,sad,powerful,o_feel_1_TEXT,o_feel_2_TEXT,o_feel_3_TEXT,o_expl,thappy,tshock,hope,tangry,tselfanger,tinterest,tdisgust,tmad,tcurious,tafraid,tgrateful,tproud,tsurpr,tamused,tdown,tworried,tfrust,tsad,tembarrass,tguilty,tconfused,tpowerful,pleas,targag,othag,selfcirc,targpow,othpow,noonepow,sitcont,immoral,comm,o_pleas,o_selfag,o_otherag,o_sitag,o_selfpow,o_otherpow,o_noonepow,o_sitpow,o_immoral,o_comm,ssc,age,female,black,asian,latino,white,other,other_secify,mideast,natam,pacisl,mom_ed,dad_ed,expcomment,othernotes,noshow,inattention,metearly,suspicion,misunderstood,other,kneweachother,minorproblem,language
233,233-2,2,2,Brooklyn,sorry,petty,dependent ,I said sorry because I feel a little bad for Sam. Petty may not be the right word but basically I feel like he is jumping to blaming Lewis without enough evidence. Lastly I said dependent because Sam's first choice is to rush to his boss to solve all of his problems without talking them out or at least trying something else on his own. He should talk to Lewis before his boss about this.,1,5,3,4,4,3,3,2,2,4,2,4,3,1,anger,helpless,panic,He was clearly angry with Lewis for supposedly ruining a bunch of work. He was in a panic state because he had a quickly approaching deadline and did not know what to do about it. Finally; Sam showed his helplessness when he rushed to his boss for advice. He complained that he didn't know what to do and was helpless in this situation.,1,3,1,5,1,1,4,5,1,4,2,2,3,1,4,5,5,4,1,1,3,2,1,3,3,4,3,2,4,4,2,5,1,1,5,2,2,5,2,3,5,1,20,18,0,0,0,0,1,0,,0,0,0,7,7,no comment,,0,0,0,0,0,0,0,0,0
234,234-1,2,1,Brooklyn,Sad,Angry,Stressed,,1,5,5,5,3,4,5,4,1,NA,4,5,5,2,Sad,Anxious,Frustrated  ,,1,5,2,4,3,5,5,5,3,5,1,1,5,1,4,5,5,5,5,3,4,1,1,2,3,5,3,1,4,5,1,3,1,NA,1,5,2,1,4,3,4,3,21,19,0,0,0,0,0,1,Moor,0,0,0,7,8,no comment,,0,0,0,0,0,0,0,0,0
234,234-2,1,1,Brooklyn,Sympathy,Nervous,Concern,,1,4,2,3,1,1,2,1,1,1,4,2,3,2,Concern,Fearful,Stressed,,1,3,1,2,2,1,3,3,1,5,1,1,3,1,5,5,5,5,3,3,2,1,3,3,1,3,4,1,2,2,1,2,1,4,1,3,3,1,1,1,NA,NA,19,18,0,0,1,0,0,0,,0,0,0,7,7,no comment,,0,0,0,0,0,0,0,0,0
237,237-1,1,2,Brooklyn,betrayal,disrespect,disbelief,,1,3,1,2,4,3,3,2,1,4,2,4,1,3,angry,revenge,annoyed,Revenge because I feel like she is feeling she wants to get back at lewis,1,4,1,5,3,1,5,5,1,2,1,1,3,1,3,3,4,2,3,3,2,1,1,2,3,2,3,3,1,1,2,5,1,4,5,4,1,5,1,1,2,2,18,19,0,0,0,0,1,0,,0,0,0,7,7,no comment,,0,0,0,0,0,0,0,0,0
238,238-2,2,1,Brooklyn,sympathy,confusion,,I'm not exactly sure who the email is between.,1,3,1,1,2,1,1,1,1,1,1,1,2,1,sadness,failure,unstable,,1,4,1,2,1,1,2,1,1,2,1,1,3,1,5,5,1,4,1,1,2,1,1,2,1,4,2,2,1,2,1,1,1,1,1,5,1,1,4,4,1,1,20,19,0,0,0,1,0,0,,0,0,0,8,4,no comment,,0,0,0,0,0,0,0,0,0
238,238-1,1,1,Brooklyn,sympathetic,,,I truly feel bad for the person and I really want to help the person out,1,5,1,3,5,1,1,2,3,3,5,2,3,1,Upset,,,,1,3,3,4,4,1,2,5,1,5,1,1,2,1,5,5,4,5,2,1,2,1,1,1,1,1,1,1,5,5,2,2,1,5,1,5,2,2,3,3,1,1,20,18,0,0,0,0,1,0,,0,0,0,8,8,no comment,,0,0,0,0,0,0,0,0,0
239,239-1,1,1,Brooklyn,Empathy,Care,Realistic,I feel bad about what Sam has said happened. I want to check on him to make sure everything is OK. It does not specifically say what the marketing project is for. If it was for me; then I have to be realistic. How do I know what he is saying is true; and that maybe it is just an excuse?,1,4,2,4,2,1,2,2,1,2,4,2,4,1,Empathy,Care,Realistic,I feel bad about what has happened; I feel for him. I want to check in and make sure everything is OK. However; the email does not say if the marketing project is for me or not. If it is; then I have to be realistic and explore the options. How do I know it isn't just an excuse for not having it finished?,1,1,1,1,2,1,1,1,1,2,1,1,2,1,1,3,3,4,1,1,2,1,1,3,1,3,5,1,1,1,2,1,1,1,3,5,1,1,4,4,1,1,17,18,0,0,0,1,0,0,,0,0,0,2,2,no comment,,0,0,0,0,0,0,0,0,0
239,239-2,2,1,Brooklyn,Empathy,Stress,Dominance,,1,3,1,2,4,1,1,4,1,1,3,2,1,5,Worry,Anxiety,Depression,,1,4,1,2,4,1,1,2,1,4,1,1,4,1,5,5,5,5,3,5,1,1,1,2,1,2,3,1,1,1,1,2,1,4,1,3,1,1,3,3,1,1,21,19,0,0,0,0,1,0,,0,0,0,8,8,He kept getting on his phone,,0,1,0,0,0,0,0,0,0
240,240-1,2,2,Brooklyn,Uncertainty,Upset,,I'm not sure whether to take the email as fact.  Sam is just speculating that Lewis did this.,1,3,2,2,2,3,3,2,1,3,3,3,1,2,Anger,Frustration,Worried,,1,4,1,4,2,2,5,5,1,4,1,1,3,1,3,4,4,3,2,2,2,2,1,2,4,3,3,4,2,2,4,4,3,1,5,1,1,5,1,2,5,3,19,18,0,0,0,0,1,0,,0,0,0,2,3,no comment,,0,0,0,0,0,0,0,0,0
302,302-2,1,2,Bianca,anger,frustration,feeling sorry for Sam,I always hate the feeling of anger and frustration associated with putting in a lot of effort in a project or an assignment and getting nothing out of it due to external forces; especially with something as big as a possible theft (although Sam does not know for sure if it was him; so he should not blame him). I feel like I understand at a certain level what Sam is going through.,1,1,5,1,2,1,4,3,1,2,3,5,2,1,Betrayal,Frustration,Stressed out,It obviously (to me) seems like he feels betrayed by Lewis; as he and Lewis should have been working on this project alone and he believes that Lewis told his competitors about it. The frustration comes from the fact that Sam put in a lot of effort in the project and it now has gone to waste in his opinion. I also believe that Sam was stressed out; as he now needs to redo all the work as quickly as he can as it is due in two days. / ,1,4,1,4,2,1,3,4,1,2,1,1,3,1,2,4,5,1,1,1,4,1,1,2,4,3,2,2,1,1,5,4,1,1,5,1,1,5,1,1,5,1,21,19,0,0,0,0,0,0,,1,0,0,7,8,,,0,0,0,0,0,0,0,0,0
303,303-2,2,1,Bianca,sad,unsure,empathetic,,1,5,1,4,4,1,1,2,1,4,4,2,4,1,anxious,sad,worried,,1,5,1,5,5,4,4,3,1,5,1,1,4,1,5,5,5,5,4,4,2,1,1,1,1,5,1,2,5,5,4,2,1,3,1,5,3,1,4,4,5,1,20,18,0,0,1,0,0,0,,0,0,0,8,8,,,0,0,0,0,0,0,0,0,0
305,305-1,2,2,Bianca,Interested,Curious,Inquisitive,I'd like to hear Lewis's side of the story as well before jumping to any conclusions.,1,2,2,2,4,3,2,2,1,1,3,2,1,3,Angry,Frustrated,Worried,,1,4,1,5,2,4,5,5,1,3,1,1,4,1,3,4,5,2,1,1,1,2,1,2,2,3,4,4,2,2,3,4,1,1,5,2,1,4,2,2,5,1,20,19,0,0,1,0,0,0,,0,0,0,8,8,,,0,0,0,0,0,0,0,0,0
305,305-2,1,2,Bianca,Furious,Disappointed,Sympathetic,It's understandable for Sam to be fuming about Lewis backstabbing him and the company Fly for All.,1,5,2,3,2,3,2,4,1,2,5,5,2,2,Rushed,Desperate,Rattled,Lewis is in deep trouble so it's natural to feel very frustrated.,1,4,2,3,5,3,4,4,1,2,1,1,5,1,2,4,4,1,3,1,4,2,1,1,4,3,2,2,5,5,5,4,1,1,5,3,2,4,2,3,5,1,17,19,0,0,1,0,0,0,,0,0,0,3,8,,,0,0,0,0,0,0,0,0,0
308,308-1,1,1,Bianca,Curiosity,Sympathy,Frustrated,,1,3,2,2,2,2,1,3,1,2,3,3,2,1,Sad,Anxious,Angry,,1,3,1,3,4,1,4,4,2,3,1,1,2,1,4,4,4,4,4,4,3,1,1,3,2,3,2,2,3,3,2,2,2,4,3,3,3,2,4,3,2,1,20,19,0,0,1,0,0,0,,0,0,0,3,8,He was friends with the other guy,,0,0,0,0,0,0,1,0,0
308,308-2,2,1,Bianca,Empathy,Pity,Concerned,I feel empathetic and pity for Sam because there is no worse feeling than losing your hard work because of a technological malfunction. Also; concerned for the sake of her employment. ,1,5,3,5,4,2,2,5,1,3,5,2,4,1,Stressed,Worried,Sad,,1,4,1,2,1,4,5,4,1,5,1,1,2,1,5,5,5,5,3,1,1,1,1,2,1,4,2,1,2,2,1,2,1,3,1,4,2,2,2,4,1,1,22,18,0,0,0,0,1,0,,0,0,0,7,3,He was friends with the other guy.,,0,0,0,0,0,0,1,0,0
309,309-2,1,1,Bianca,Confused,Slighlty sympathetic,Worried,,1,3,3,3,5,1,2,2,1,1,3,4,1,3,Sad,Worried,Scared,,1,4,1,2,1,1,1,3,1,5,1,1,5,1,5,5,2,5,2,1,2,1,1,4,4,3,4,3,2,2,3,4,1,2,1,5,1,1,5,5,1,1,20,19,0,0,0,0,1,0,,0,0,0,7,7,,,0,0,0,0,0,0,0,0,0
310,310-2,2,1,Bianca,Empathetic,Sorry,,I have had a similar experience happen to me with an entire essay getting deleted the day before it was due; so I understand the feeling that this person is going through. It is a tough situation to handle.,1,4,1,4,3,1,3,3,1,3,4,3,3,1,Upset,Anxious,Worried,,1,4,2,1,1,1,2,4,1,4,1,1,2,1,5,5,4,5,2,3,3,1,1,1,1,5,1,1,5,5,1,1,1,3,1,3,2,1,2,3,3,1,20,19,0,0,0,0,1,0,,0,0,0,7,8,,,0,0,0,0,0,0,0,0,0
311,311-2,2,2,Bianca,shocked,sympathic,curious,,1,4,1,4,4,1,2,3,1,1,3,1,1,3,Worried,Anxious,Upset,,1,4,2,4,2,2,2,3,1,4,1,1,4,1,2,4,4,3,2,2,2,1,1,1,5,4,1,5,1,1,4,2,1,2,5,1,1,5,1,1,4,2,20,19,0,0,0,0,1,0,,0,0,0,7,8,,,0,0,0,0,0,0,0,0,0
311,311-1,1,2,Bianca,betrayal,anger,mistrust,Who wouldn't be mad at Lewis for pull such an underhand move.,1,4,5,4,4,5,5,4,1,3,3,5,3,1,mad,betrayed,anxious,He just spend a lot of time working on something that has been stolen from him and he has nothing to show his superiors now because his idea was stolen.,1,3,1,5,4,1,5,5,1,3,1,1,4,1,2,4,5,3,1,1,2,1,1,2,5,1,1,2,2,3,4,4,1,2,5,1,1,3,4,5,5,4,19,18,0,0,1,0,0,0,,0,0,0,8,8,,,0,0,0,0,0,0,0,0,0
322,322-1,1,1,Bianca,Sympathy,Wanting to help somehow,,I feel really bad for what happened to Sam and would like to help her in any way possible so that she can finish the project on time,1,5,1,5,2,1,1,2,1,1,1,1,2,2,Sadness,Frustration,Confusion,,1,4,1,3,1,3,1,2,1,4,1,1,2,1,4,5,3,4,2,1,4,1,1,1,1,4,1,1,4,5,3,1,1,1,1,4,1,1,5,5,4,1,20,21,0,0,1,0,0,0,,0,0,0,8,8,,,0,0,0,0,0,0,0,0,0
323,323-1,2,1,Bianca,Sympathetic,Dissapointed,Shocked,,1,4,1,4,2,1,1,2,1,3,4,2,3,1,Upset,Shocked,Frustrated,,1,4,2,1,2,1,1,2,1,4,1,1,2,1,4,4,2,3,3,3,2,1,1,2,1,2,2,1,1,1,1,3,1,2,2,3,2,1,3,3,1,1,20,18,0,0,1,0,0,0,,0,0,0,8,8,He kind of understood what was going on in the study with the power dynamics.,,0,0,0,1,0,0,0,0,0
323,323-2,1,1,Bianca,Sympathy,Sadness,Regret,I feel regret because; according to his story at least; it was an honest mistake; and he's going to have to face some consequences no matter what.,1,5,1,3,2,1,2,3,1,2,4,2,4,1,Sadness,Confusion,Worried,,1,2,1,3,4,1,1,2,1,5,1,1,2,1,4,5,3,5,5,5,3,1,1,2,1,3,2,1,1,3,1,4,1,3,1,4,2,1,2,3,1,4,20,19,0,0,1,0,0,0,,0,0,0,2,8,,,0,0,0,0,0,0,0,0,0
324,324-2,1,1,Bianca,sympathetic,confused,,,1,4,3,3,2,1,4,2,1,2,4,4,2,1,sad,shocked,frustrated ,,1,5,1,4,4,4,1,4,1,3,1,1,3,1,2,4,4,4,3,3,3,1,1,3,1,3,4,2,2,2,2,4,1,2,5,5,3,2,4,5,4,2,21,18,0,1,0,1,1,0,,0,0,0,7,7,,,0,0,0,0,0,0,0,0,0
325,325-1,2,2,Bianca,Anger,Sympathy,Excitement,,1,5,4,3,3,2,3,4,1,2,2,4,2,2,Anger,Resentment,Anxious,,1,4,1,5,1,2,4,5,1,3,1,1,4,1,5,4,5,4,2,1,3,1,1,1,5,2,2,4,2,1,4,3,1,1,1,1,2,3,1,1,5,2,22,18,0,0,0,0,1,0,,0,0,0,7,8,,,0,0,0,0,0,0,0,0,0
328,328-1,2,1,Bianca,Empathy,Sadness,,,1,5,2,4,2,1,2,4,1,4,4,3,4,1,Sadness,Anger,Frustration,,1,5,1,3,4,1,3,5,1,4,1,1,2,1,5,5,5,5,3,5,2,1,1,1,2,5,1,1,5,5,2,1,1,2,3,4,1,2,4,5,3,1,23,19,0,0,0,0,1,0,,0,0,0,7,7,,,0,0,0,0,0,0,0,0,0
328,328-2,1,1,Bianca,empathetic,nervous,determined,I have been in a similar situation before; and can empathize with how frustrating and scary an experience like that is. Secondly; I ma nervous about both how Sam is going to handle the situation and whether he will be able to grow and learn from this experience or whether it will significantly affect his emotional well being and ability to perform in the workplace. Finally; I am determined to make sure we move forward and handle the situation the best way we can; which will include an efficient search for Sam's flash drive; consulting the IT or other departments to assess whether the hard drive can be restored; and if all else fails; reconstructing Sam's project from scratch.,1,5,1,5,5,1,2,1,1,2,3,3,2,1,scared,sad,stressed,Sam is likely scared because he does not know what the consequences of this will be; sad because of all the work poured into this project and how easily it all got lost; and stressed due to his inability to stop thinking about this misfortune in combination with the realization of potential consequences for being behind on a major piece of work,1,3,1,1,2,2,1,2,1,5,1,1,2,1,5,5,3,4,5,5,1,1,1,2,2,3,3,3,1,1,1,1,1,4,2,3,3,3,4,2,2,2,22,21,0,0,0,0,1,0,,0,0,0,8,8,He realized that it might be about the power dynamic and maybe how as a manager you would have a different response to the situation in the email. Didn't really connect it to emotions but guessed that the power dynamic was being tested. ,,0,0,0,1,0,0,0,0,0
329,329-1,2,2,Bianca,Concerned,Intrigued,Anxious,,1,3,2,2,3,2,2,2,1,1,3,2,1,1,Anger,Worry,Distress,,1,4,1,5,1,2,4,5,2,2,1,1,2,1,2,4,5,1,1,1,2,2,1,1,5,4,2,3,3,3,3,3,1,1,5,4,1,4,2,3,4,3,19,19,0,0,1,0,0,0,,0,0,0,8,8,,,0,0,0,0,0,0,0,0,0
329,329-2,1,2,Bianca,competent ,wanted,betrayed,I feel like i must be wanted Sam for him to email me; and that he would only be doing so if he believed i could help. I also feel like Sam and i are in this together to deal with Lewis.,1,3,3,3,4,3,3,2,4,1,3,2,1,5,anxious,betrayed,accusatory ,Sam seems to be pressed for time and annoyed that he is in the situation he is in. I also feel that he is rushing to rash accusations before settling down to think them over,1,2,1,3,1,1,4,3,1,2,1,1,2,1,1,2,3,NA,1,1,1,1,1,3,4,2,1,4,2,1,5,5,1,1,5,1,1,4,2,2,4,3,21,18,0,0,0,0,1,0,,0,0,0,8,8,,,0,0,0,0,0,0,0,0,0
330,330-1,2,1,Bianca,sympathy,annoyed,frusturated,,1,4,2,4,2,1,3,3,1,1,4,4,1,1,sorrow,guilt,frusturation,,1,5,1,1,1,2,2,2,1,2,1,1,4,1,5,5,3,5,1,1,3,1,1,1,1,5,1,1,4,4,1,1,1,1,1,5,1,1,5,5,1,1,21,18,0,0,0,0,0,0,,1,0,0,8,8,,,0,0,0,0,0,0,0,0,0
331,331-1,2,2,Bianca,Anger,Sympathy,Sadness,,1,4,4,3,4,4,4,2,1,4,3,4,3,1,Anger,Depressed,Sad,,1,5,1,4,2,3,5,5,3,3,1,1,4,1,4,5,5,4,3,2,3,1,1,2,5,2,3,4,1,1,5,4,1,2,5,1,2,3,1,3,5,3,20,19,0,0,0,0,1,0,,0,0,0,4,8,,,0,0,0,0,0,0,0,0,0
334,334-2,2,1,Bianca,shock,despair,frustration,Sam's situation reminds me of when i lose my work or fall very behind on my schedules. Even though I know that I need to stay calm to be productive; I have a hard time pulling myself together.,1,3,2,3,3,2,2,2,1,2,2,2,2,2,desperate,sad,frustrated,,1,4,2,4,4,2,1,4,1,4,1,1,4,1,4,4,5,5,3,2,4,1,1,2,2,3,3,3,2,2,3,4,1,1,2,4,2,2,4,4,4,3,21,18,0,0,1,0,0,0,,0,0,0,8,8,,,0,0,0,0,0,0,0,0,0
334,334-1,1,1,Bianca,Sadness,Fear,Helplessness,,1,5,2,4,3,1,2,3,1,4,4,2,5,1,Sadness,Helplessness,fear,,1,4,2,1,4,2,1,2,1,5,1,1,3,1,4,4,3,4,4,2,2,1,1,1,1,5,2,2,2,4,3,1,1,5,1,3,4,1,2,2,1,1,19,18,0,0,0,0,1,0,,0,0,0,8,2,,,0,0,0,0,0,0,0,0,0
335,335-1,2,1,Bianca,Empathy,Concerned,Willing to help,I feel bad that they lost their work on the project; and I would be willing to help them work on it to finish it on time.,1,4,1,2,2,1,1,3,1,1,3,2,2,1,Sad,Worried,Frustrated,,1,3,1,3,2,2,3,3,1,4,1,1,5,1,3,5,5,4,3,2,2,1,1,2,1,4,2,1,2,3,1,1,1,1,1,5,1,1,5,5,1,1,20,18,0,0,0,0,1,0,,0,0,0,7,8,,,0,0,0,0,0,0,0,0,0
335,335-2,1,1,Bianca,Upset,Optimistic,Willing to help,I'm upset because she is having a tough time handling the situation. I'm optimistic that she will finish it despite this set back.  I feel willing to help her complete this if need be.,1,4,1,4,1,1,1,1,1,2,2,2,3,1,Nervous,Desperate,Stressed,,1,4,1,5,1,1,1,5,1,4,1,1,4,1,5,5,5,4,1,1,3,1,1,1,1,4,3,3,NA,4,1,1,1,1,1,5,1,2,5,5,1,1,20,18,0,0,0,0,1,0,,0,0,0,7,3,,,0,0,0,0,0,0,0,0,0
336,336-1,1,2,Bianca,Feel Badly,Sympathetic,Worried,I feel bad for Sam; since his project was ruined by Lewis. Lewis seems to have sent the slogan to another company and proceeded to quit his job at Fly For All to work for the competitor.,1,4,2,1,2,3,1,1,1,3,4,1,2,1,Anger,Sadness,Anxiety,,1,4,2,5,2,1,4,5,1,4,1,1,3,1,4,5,5,5,3,1,3,1,1,1,5,3,2,1,3,3,2,3,1,1,5,2,2,4,2,4,3,4,20,20,0,0,0,0,1,0,,0,0,0,3,7,,,0,0,0,0,0,0,0,0,0
336,336-2,2,2,Bianca,Concern,Annoyance,Confusion ,,1,3,3,2,3,3,2,2,1,2,4,3,2,1,Agitation,Frustration,Anger,,1,4,1,5,2,2,4,5,1,3,1,1,3,1,3,4,4,2,1,3,2,1,2,2,3,4,3,3,2,2,2,3,2,2,4,3,2,2,2,2,3,1,21,18,0,0,1,0,0,0,,0,0,0,7,8,He figured out that the study was looking at power and how that influenced your emotional response to the email. I also know him from one of my classes. ,,0,0,0,1,0,0,0,0,0
337,337-1,1,2,Bianca,Anxious,Annoyed,Unhappy,,1,2,3,1,3,4,3,4,1,1,2,4,1,2,Unprofessional,Worried,Proud,,1,3,1,4,1,4,4,4,3,2,1,1,3,1,2,4,4,1,1,2,2,1,1,2,4,2,3,4,2,1,3,4,1,2,4,1,1,4,1,1,4,2,16,21,0,0,0,0,1,0,,0,0,0,3,3,,,0,0,0,0,0,0,0,0,0
119,119-2,1,2,Gabi,Analytical,Skeptical ,Sympathy ,I am trying not to jump to any conclusions based on the viewpoint of just Sam. I would want to talk to Lewis and see what he has to say. I am also trying to think about other ways the competing company could have gotten the information. However I do feel bad for Sam; because he worked hard on the idea and now he cannot use it. ,1,4,2,4,5,3,1,1,1,1,2,2,1,2,Anger,Fustration,Resentment ,"Well Sam is clearly upset with his co-worker because he thinks he stole his idea for a marketing campaign. He is ""fuming"".",1,3,1,5,2,4,5,5,2,2,1,1,4,1,4,4,5,2,2,1,3,2,1,2,4,1,4,3,1,1,4,4,1,1,5,1,2,4,1,2,5,3,19,20,0,1,0,0,0,0,,0,0,0,4,3,,,0,0,0,0,0,0,0,0,0
103,103-1,2,2,Gabi,Intruige,curiosity,determination,I am curious as to what the real story is; i would like to find out more details; and get to the bottom of the situation.,2,3,1,1,5,1,1,1,1,1,1,2,1,1,Angry,Nervous,Frustrated,They didnt know how their boss would react and was nervous about the result,1,5,1,5,1,1,5,5,1,1,1,1,5,1,5,5,5,5,3,5,3,1,1,2,3,1,5,5,1,1,1,5,1,1,5,5,1,5,4,4,1,3,23,18,0,0,0,0,1,0,,0,0,0,3,8,,,0,0,0,0,0,0,0,0,0
211,211-2,1,2,Brooklyn,curious,interested,excited,This is definitely an unusual situation so I'm interested to find out more details about it. ,2,2,1,1,4,1,1,1,1,1,1,1,1,2,angry,betrayed,violent,,1,4,1,5,2,1,4,4,1,1,1,1,1,1,2,4,4,4,1,1,3,1,1,1,4,1,1,3,1,1,4,4,1,1,5,1,1,3,2,3,5,1,17,19,0,0,1,1,1,0,,0,0,0,8,8,No comment,,0,0,0,0,0,0,0,0,0
219,219-2,1,2,Brooklyn,curiosity,sympathy,disgust,,2,4,3,3,5,4,4,2,2,2,2,4,1,3,anger,hatred,frustration ,,1,4,1,4,2,3,5,5,3,2,1,1,3,1,5,5,5,5,3,2,2,3,1,2,3,2,4,4,1,1,4,5,1,1,5,4,3,3,2,2,1,2,20,18,0,0,0,0,1,0,,0,0,0,8,7,no comment,,0,0,0,0,0,0,0,0,0
228,228-2,1,2,Brooklyn,Anger,Anxiety,Betrayal,,2,1,3,2,1,4,4,4,1,3,4,4,2,4,Anger,Anxiety,Confusion,,1,5,2,5,1,1,5,5,1,4,1,1,3,1,3,4,5,3,2,2,3,4,1,3,2,2,4,3,1,1,4,5,1,1,5,1,2,2,2,2,2,3,22,19,0,0,0,0,1,0,,0,0,0,7,8,no comment,,0,0,0,0,0,0,0,0,0
240,240-2,1,2,Brooklyn,Empathy,Curiosity,Concern,,2,3,2,4,4,1,2,1,1,1,3,2,2,1,Frustration,Disapointment,Anger,,1,4,1,4,1,3,5,5,1,3,1,1,3,1,4,5,5,4,2,1,2,1,1,3,3,3,3,4,1,1,4,5,1,1,5,1,1,4,1,1,2,2,19,19,0,0,1,0,0,0,,0,0,0,7,7,no comment,,0,0,0,0,0,0,0,0,0
315,315-2,2,2,Bianca,Frustrated,Confused,Critical,,2,2,3,1,4,4,3,5,1,3,3,5,2,4,Anxious,Angry,Stressed,,1,4,1,5,3,4,5,5,4,3,2,1,3,1,4,4,5,3,2,1,4,3,1,2,4,2,3,4,2,3,4,5,1,1,5,2,2,4,4,4,4,3,22,19,0,0,0,0,1,0,,0,0,0,8,8,,,0,0,0,0,0,0,0,0,0
316,316-1,1,1,Bianca,empathetic,sympathetic,a little bit amused,"It sounds like Sam is in a ""murphy's law"" situation - everything that could've gone wrong for him has gone wrong. I've been in this position before and I know how awful it can be. At the same time; the amount of things that went wrong at once is a little bit funny. ",2,5,1,5,2,1,1,3,1,3,4,1,3,1,sad,frustrated,helpless,,1,3,1,3,3,1,1,4,1,4,1,1,4,1,5,5,5,5,3,2,1,1,2,1,1,5,2,1,4,5,1,1,1,2,1,5,2,1,5,5,1,1,18,19,0,0,0,0,1,0,,0,0,0,8,8,,,0,0,0,0,0,0,0,0,0
320,320-1,2,1,Bianca,sad,pity,emotional,he is screwed,2,4,2,1,2,2,2,2,1,3,5,2,4,2,sad,devasted,angry,he just lost everything,1,4,1,2,2,1,5,3,1,4,3,1,1,1,5,5,5,5,1,1,3,1,1,2,1,2,4,4,3,4,3,3,1,2,4,3,3,1,NA,2,4,3,21,19,0,0,1,0,0,0,,0,0,0,8,8,,,0,0,0,0,0,0,0,0,0
324,324-1,2,1,Bianca,Pity,Determination,Anxious,I feel sorry that Sam lost all the work and want to help with making it again or finding out if there is a way to get it back and I am anxious in doing so.,2,4,1,4,4,1,1,5,4,2,2,1,2,4,Sad,Anxious,Confused,Confused as in didn't know what to do about the situation.,1,2,1,3,4,2,2,1,4,5,1,1,4,1,5,5,5,4,4,3,5,1,1,2,1,2,4,1,1,1,1,1,1,3,1,4,3,1,2,2,2,1,19,20,0,1,0,0,0,0,,0,0,0,3,4,,,0,0,0,0,0,0,0,0,0
332,332-1,1,2,Bianca,skeptical,interested,concerned,,2,3,1,2,4,1,1,2,1,1,3,2,1,3,nervous,worried,angry,,1,4,1,5,2,2,3,5,2,4,1,1,3,1,3,5,5,3,2,2,2,1,1,2,4,3,3,3,3,1,4,4,1,2,4,3,1,3,2,3,2,3,19,18,0,0,0,0,1,0,,0,0,0,7,7,,,0,0,0,0,0,0,0,0,0
119,119-1,2,2,Gabi,Nervous,Tired,Stressed,Stressed about school work,2,4,2,2,2,3,2,3,1,2,3,3,1,2,Angry,Distressed,Cheated,,1,3,1,5,2,1,3,5,2,2,1,1,4,1,3,4,5,3,2,2,2,1,2,3,4,3,2,3,2,3,4,5,1,3,5,2,3,2,2,2,1,2,21,19,0,0,0,0,1,0,,0,0,0,7,8,,,0,0,0,0,0,0,0,0,0
218,218-2,1,2,Brooklyn,content,curiosity,eagerness,I'm curious as to the other side of the story (Lewis'). I'm eager to help Sam resolve this content and I am content knowing this is a fake email and this issue is not one that I will need to deal with in real life. ,3,2,1,3,4,1,1,1,2,1,2,1,1,3,Anger,Desperation,Hopelesness,He had nowhere else to turn and seemed to use me as a last ditch effort to resolve his issue. ,1,2,2,4,1,2,3,4,1,1,2,1,1,1,3,4,5,2,1,1,2,2,1,1,3,2,4,3,1,2,3,1,1,1,5,1,2,2,1,1,1,1,19,21,0,0,0,0,1,0,,0,0,0,7,7,no comment,,0,0,0,0,0,0,0,0,0
316,316-2,2,1,Bianca,Empathetic,Reassuring,Comforting,,3,4,1,4,4,1,1,2,2,2,3,1,3,1,Worried,Sad,Anxious,,1,3,1,1,1,1,2,1,2,4,1,1,3,1,4,5,1,4,2,3,3,1,2,5,1,1,1,2,2,5,1,2,1,5,1,4,3,1,4,2,1,1,21,18,0,0,1,0,0,0,,0,0,0,3,8,,,0,0,0,0,0,0,0,0,0
215,215-2,1,1,Brooklyn,sympathy ,confusion,,,5,5,1,4,4,1,1,1,3,1,1,1,1,3,anxious,upset,worried,,1,4,1,3,1,5,1,3,1,5,1,1,4,1,5,5,3,5,1,1,2,1,1,2,1,4,3,1,4,4,1,1,1,3,3,3,3,3,3,3,3,3,21,18,0,0,0,0,1,0,,0,0,0,8,8,When I asked him if the was more to this study; he talked about how assigning roles must have been trying to make the participants have a power struggle and that he did not feel like he was above the other participant because he believed this was randomly done.  He found it very difficult to talk about how the email made Sam feel because he does not know the type of person Sam is and it is just a piece of paper to him.,,0,0,0,0,0,0,0,0,0
304,304-1,1,1,Bianca,sympathetic,slightly upset,calm,I really do understand the person's problem in this situation. It must be really difficult; but also slightly upset that they didn't take extra precautions with this work. With really important work; it should have many backups. However; it is also not a time to put blame on anyone as there really isn't much anyone could have done; likewise it is best to stay calm throughout the situation. ,1,3,1,4,3,1,1,4,1,2,3,2,2,1,very upset,frustrated,feel like a failure,The person is very upset and frustrated clearly because they did not have control over what happened to all their hard work. They might feel like a failure because they were responsible for doing something and they couldn't get it done. ,1,4,1,2,4,2,1,3,1,3,1,1,2,1,3,4,4,4,3,3,2,1,2,3,1,5,2,3,2,3,1,2,1,5,1,5,1,3,2,4,1,1,21,19,0,0,1,0,0,0,,0,0,0,8,7,,,0,0,0,0,0,0,0,0,0
