SubjectID,IPAddress,empty,duplicate,StartDate,EndDate,testruns,powcond,emptyappraisals,prime_prob,hp_exp,lp_exp,emocond,happy,symp,angry,comp,sad,interest,mad,anxious,proud,down,worried,frustrated,ohappy,oangry,osad,ointerest,omad,oanxious,oproud,odown,oworried,ofrust,pleas,tresp,oresp,sresp,tpow,opow,noonepow,sitpow,immoral,age,gender,female,income,education,black,mideast,asian,white,latino,natam,pacisl,other,other_specify,other_tell,sim_hit,comments,suspicion
R_3mjYPlN2w1LoDzB,69.180.84.248,0,0,7/14/15 7:31,7/14/15 7:36,0,-1,0,0,,One particular instance I can think of that someone had power over me was when I was a little kid and I ended up stealing something. My younger brother caught me and threatened to tell our parents; however he realized that he had some power over me and would try and get me to do things for him instead of telling on me. I ended up doing things for him for around a week until I decided to rat myself out.,-1,11,11,37,28,34,54,41,15,9,29,37,51,21,36,28,8,29,48,7,27,56,34,17,29,10,22,5,47,4,6,62,26,Male,male,1,3,0,0,0,1,0,0,0,0,,Thanks so much!,No I have not,0,0
R_1Rdgm0YJdckqUnP,173.230.118.47,0,0,8/13/15 19:43,8/13/15 19:48,0,-1,0,0,,In this situation; a new manager had come into my office. This manager was brand new and began to change schedules that I had worked for over 2 years through 2 different manager. I worked overnight so my cycle had been thrown off completely. I ended up quitting the job because I could not stay with an organization that did not favor their most experienced employees.,-1,11,95,10,95,95,69,10,92,10,95,95,17,6,94,94,91,94,94,8,94,93,93,20,71,25,25,73,74,19,17,65,22,male,male,2,3,1,0,0,1,0,0,0,0,,,,0,0
R_1IXHxSlWxZesLA1,172.251.79.176,0,0,8/13/15 19:49,8/13/15 19:59,0,-1,0,0,,"It was 2012 and I worked at Six Flags Magic Mountain. I was called into the office to get my 3 month review. The person who had ""reviewed"" me; had never been to the building and did not get to even see my performance. Because of this; my scores were not what they should have been. I could do nothing. Literally powerless. All the ""boss"" did was make blind assumptions to make his job easier. I felt  hurt but held my composure. To this day I still think about how unfair that is and how I could not even argue about anything. ",1,11,73,79,71,67,73,69,64,15,68,59,73,8,95,77,9,72,84,11,63,63,77,16,49,82,57,19,76,0,44,81,20,Male,male,3,5,0,0,0,1,0,0,0,0,,,No. This was a fun/interesting HIT,0,0
R_2sdKCdj5jTryAJU,71.192.239.174,0,0,7/14/15 7:25,7/14/15 7:32,0,-1,0,0,,Every year; I get evaluated by my supervisor. I know that I have done a good job and I probably do not have to worry; but I always do.  There is that state of unknowing that drives me crazy.  I have no control over what he will say or do; and it has barring on my life.,-1,12,80,76,75,77,73,62,76,11,79,69,76,8,94,82,93,96,92,6,91,94,94,4,56,42,66,59,25,88,82,17,34,male,male,5,6,0,0,0,1,0,0,0,0,,no,no,0,0
R_ph1yLrC0AwkeOf7,69.197.108.78,0,0,7/14/15 8:30,7/14/15 8:35,0,-1,0,0,,When I was being considered for a promotion; I felt that someone else had immense power over me.  I was up for promotion next to 2 other people.  I had worked hard the year before; and I knew that the other candidates had as well.  I felt powerless though; because in the end it was up to my superior to determine if I would get the promotion I wanted.,1,12,52,84,45,47,66,79,34,0,21,17,80,0,85,53,0,88,52,0,67,54,85,10,51,79,0,23,88,0,0,100,28,Male,male,4,5,0,0,0,1,0,0,0,0,,No,No,0,0
R_263kRO3AgDYPrtt,192.81.209.23,0,0,7/14/15 8:43,7/14/15 8:57,0,-1,0,0,,I hired a person to do some work for me. I choose to work for this person because I was already at a disadvantage and I was assured that they would follow our agreement. A part of the agreement was that they would inform me of any cost before any transaction. Well; they made a costly purchase at my expense. They paid for the services out of their pocket and demanded that I reimburse them; or risk losing their services. I felt betrayed; bullied; and powerless. I thought I was in control; but desperation was a part of my disadvantage and placed the odds against me. My disadvantage was used against me; and I was not in control anymore.,-1,13,66,0,71,30,69,9,77,16,23,47,57,8,11,100,50,21,100,22,100,100,100,36,64,0,50,72,50,0,0,50,25,Male,male,1,2,1,0,0,0,0,0,0,0,,"There was an option on demographics page that just said ""Other (please specify)"". I didn't know what it was for; as it was by itself; so I left it blank. Thank you for the opportunity; I enjoyed the work.",I have done a hit similar to this one. What was different about this HIT; though; was the part about reading another persons experience. But; in the end I learned that it was the reasearcher who actually wrote the event.,1,0
R_ugMs3GKPo6VHkRz,195.228.194.98,0,0,7/14/15 8:52,7/14/15 8:55,0,-1,0,0,,I recently asked my boss for a review of my performance over the last year. It put him in a position to basically say whatever he wanted about me or even to fire me if he had been considering. I felt very weak and feeble. ,-1,13,69,15,56,37,51,19,28,9,38,31,45,2,71,35,9,56,63,3,46,72,51,5,15,31,72,31,25,64,74,0,25,Male,male,2,6,0,0,0,1,0,0,0,0,,no,no,0,0
R_1poN8hTeZZ6594h,207.174.205.38,0,0,8/13/15 19:11,8/13/15 19:22,0,1,0,0,"The most recent time when I had power over someone was this summer when I was the president of the grad student association for my department. I was in charge of setting office assignments. I knew that one student would be unhappy with his assignment; since he is an introvert who prefers to work in silence. He wanted his own office; and prior to the summer I was inclined to give it to him; but then I found out that he had been a nasty officemate the previous year. That; coupled with the fact that he sent me a pompous email telling me that he had essentially selected the office that he was going to move into and had already moved his stuff there; prompted me to make sure that he didn't get what he wanted. I felt a bit conflicted about it; since it meant that someone would have to deal with him as an officemate; but on the whole I felt like it was important that he not be rewarded for his bad behavior by getting what he wanted. I emailed him that he would be sharing an office with someone. He replied to me in a rather condescending tone (or at least that's how I perceived it based on his email) that he did not want to be placed in an office with someone that he deemed a ""chatterbox"" and that he would just find an office in his lab; which is in another building. I felt frustrated with the tone of his response; though I knew that his response would not be positive; but I was pleased with myself that I didn't give him what he wanted just because he acts out. ",,1,14,83,68,61,49,90,87,27,0,68,33,46,0,86,56,6,84,39,0,91,49,96,0,14,96,7,23,95,0,0,92,35,Male,male,3,6,0,0,0,1,0,0,0,0,,It was different; and I like that I was able to write as a part of it,Nope,0,0
R_3CDa6ve4XHybFY7,122.162.127.82,0,0,7/14/15 7:45,7/14/15 7:53,0,-1,0,0,, my supervisor position at office;there are 8 employees under him. i am one of them so my supervisor have power on me. but i feel good as i like the working style of my supervisor and the way he take decision in hard time i just want to learn all this from him as then i will be able to handle the office work more properly and i will be able to do my task more nicely so its good to learn from your supervisor and implement those things in your life.,-1,14,12,90,68,87,16,84,43,18,91,91,81,9,92,91,7,92,34,6,91,87,93,15,66,86,93,58,34,90,93,85,28,male,male,6,6,0,0,0,1,0,0,0,0,,no,no,0,0
R_1mJzQFQNkEwKFdm,162.200.128.164,0,0,7/14/15 9:02,7/14/15 9:08,0,-1,0,0,,We were looking for a house and put a bid on our dream home. AFter being told it was accepted; the buyer sold it to a friend under the table. We were upset and felt let down. ,1,14,78,44,61,58,17,30,52,34,46,61,61,34,67,55,35,43,66,28,72,50,71,20,32,34,58,60,36,60,60,41,40,male,male,4,5,0,0,0,1,0,0,0,0,,thanks,no,0,0
R_V26sv7MNpeiJd9D,174.48.167.30,0,0,7/10/15 3:56,7/10/15 4:03,0,-1,0,0,,I wanted a better evaluation but I had no control of the situation and if my evaluation was good I get a big raise.I was very nervous all day.At the end of the day I found out I did well and got big pay raise.,-1,15,100,100,100,100,100,100,100,5,95,89,97,21,94,98,97,100,98,8,97,97,99,0,2,1,92,96,96,5,14,98,46,Male,male,2,2,0,0,0,1,0,0,0,0,,,,0,0
R_4UQomABpORC8f6h,137.254.4.12,0,0,8/13/15 19:10,8/13/15 19:24,0,-1,0,0,,My mother still has power over me even as 25. She holds the rights to an account that my father left over. The funds are in her control and I have to justify anytime I need money out of it. This is a legal thing because it happened before I was 18. She gets to decide whats moral and need instead of a want. It sucks because im an adult and can handle my own funds.,1,15,30,74,9,70,62,75,68,8,57,97,70,60,28,12,80,48,61,61,9,32,30,80,79,29,96,81,25,0,14,73,25,Male,male,2,4,0,0,0,1,0,0,0,0,,N/A,I have recalled events before,0,0
R_DC2C0Ia51cYObf3,70.211.9.228,0,0,8/13/15 19:36,8/13/15 19:45,0,1,0,0,Recently; my brother built and burnt a wooden monopoly game board table. He spent weeks meticulously burning the board into the wood and constructing the table. He decided to buy some plastic houses to go along with the board even though he wanted to obtain wooden ones. It just so happened that I possessed a monopoly addition which had wooden houses and hotels. He expressed that he wanted to exchange the plastic ones from my wooden ones. Initially; I disregarded his request but after considering it for a little bit I realized that I'm probably not going to play with the set and the wooden pieces look better with his board. So I ended up giving him the pieces.,,-1,16,63,30,71,65,59,0,18,15,74,5,35,10,39,87,7,15,3,5,95,84,83,8,5,0,100,32,0,77,82,0,23,male,male,1,3,0,0,0,1,0,0,0,0,,No; not at this time.,Yes; I previously competed studies where I was asked to recall the same situation.,0,0
R_2QPR1ZQld4ZI9h6,183.89.163.186,0,0,7/14/15 7:26,7/14/15 7:29,0,-1,0,0,, / I was working for a construction firm as a superintendent but I was younger than anyone else. Most of the superintendents were in their 40's and had decades of experience and I was only in my late 20's with 1 decade of experience but I had the same knowledge and skills. The construction manager in charge of all the superintendents hated me and would balk at any ideas I had and would force me to do things his way which ultimately never worked; he was clever though. He used the fact that his ideas didn't work and blamed the failures on me. When it came time to do yearly reviews he gave me the worst review possible and because he had seniority in the company the powers that be believed everything he said. I knew that I would be fired and would have no recourse because he held all the power. At first it made me very angy but over time I used that as a learning experience and channeled the anger into determination.,1,16,100,0,91,0,78,0,0,0,0,0,0,6,51,0,75,0,31,0,0,0,37,0,73,99,0,74,84,1,0,100,49,male,male,3,3,0,0,0,1,0,0,0,0,,no,yes,0,0
R_2ANBeoYUW3OC5Ko,173.233.18.222,0,0,8/13/15 19:31,8/13/15 19:37,0,-1,0,0,,At work; my manager has power over me.  She has the ability to delegate tasks and responsibilities to me; and also has the majority of input into my performance evaluation.  However; I find that my boss treats me with respect and equality.  She treats me as a peer and collaborator; rather than a subordinate.  There are times; though; in which she does use her power to overrule me - but this is usually done in a respectful; appeasing manner.  ,-1,16,44,13,38,33,58,8,25,0,35,32,36,0,56,85,49,50,60,0,85,56,70,0,36,20,80,34,21,78,78,48,31,male,male,4,5,0,0,0,1,0,0,0,0,,no,no,0,0
R_1qWgjwpVXzpcWNq,96.229.116.124,0,0,7/10/15 3:56,7/10/15 4:00,0,1,0,0,I was at work and I was supervising a few subordinates. They were wrapping up their work and were ready to head home. I picked a huge stack of files and assigned work to them. They pleaded with me to let them head home for the day and postpone the work for tomorrow; but I was having none of it. I insisted that they stay for overtime or they will be disciplined. They relented and stayed to finish the extra work. I felt powerful and in control.,,-1,17,79,59,65,73,11,59,72,12,68,72,80,0,92,90,0,92,90,6,93,89,91,2,4,4,99,5,4,98,96,7,25,male,male,2,5,0,0,1,0,0,0,0,0,,none,none,0,0
R_1CINTaktF0XJCMQ,50.151.149.14,0,0,7/14/15 8:45,7/14/15 8:48,0,1,0,0,I was teaching a course in chemistry. I had lots of power in deciding final grades based on lab performance. It gave me a lot of anxiety.,,1,17,90,64,96,72,79,58,5,9,54,73,63,12,76,81,5,76,69,4,82,88,82,4,24,70,4,50,74,7,17,42,27,male,male,3,6,0,0,0,1,0,0,0,0,,,,0,0
R_3oQRDlvyCK5HOAr,82.229.244.151,0,0,7/14/15 7:26,7/14/15 7:32,0,1,0,0,A time when I was in complete control was a few months ago when I was directing a play. As the director; it way my job to tell all of the actors what to do... what they were doing right; what they were doing wrong. They turned to me for guidance; expecting me to give them the best advice possible. I had actors who misbehaved; and they had to get scolded for it. I was able to report their actions; and their grades suffered becasue of it. Overall; though; I didn't let the power get to my head. I didn't turn into some crazy dictator who scoffed at those lesser than me. I organized the experience so that we worked as a group; and becasue of that it turned out to be a great experience. I work well with power. ,,-1,19,83,72,82,72,56,92,47,27,81,45,83,13,85,100,49,80,85,26,94,75,93,0,35,37,74,41,37,28,79,0,22,Male,male,1,5,0,0,0,1,0,0,0,0,,I enjoyed it. Thanks!,No,0,0
R_9LWymFxz7o55w9H,45.52.178.128,0,0,7/14/15 7:34,7/14/15 7:38,0,1,0,0,I had power over other individuals in my film class group. I got to control what we filmed and acted as a director; I felt very responsible and I was sort of happy about it. ,,1,19,79,59,56,68,75,56,65,16,58,51,51,10,85,91,65,89,57,20,84,71,86,16,35,62,42,17,48,29,25,24,19,Male,male,3,3,0,0,0,1,0,0,0,0,,n/a,no,0,0
R_3fwOl11TKNo7Jrv,68.104.118.28,0,0,7/9/15 22:42,7/9/15 22:45,0,-1,0,0,,Someone had control over me when I wanted to get a promotion at work but I had a lot of competition. I felt nervous; but I kept working hard and I was able to land the job.,NA,19,32,0,33,16,85,0,45,9,0,25,0,29,0,21,19,0,24,0,3,11,7,41,60,61,42,58,58,42,58,8,25,Male,male,5,5,0,0,1,0,0,0,0,0,,No,No,0,0
R_2cCQlW49o64ER4T,199.231.208.116,0,0,8/13/15 19:05,8/13/15 19:10,0,-1,0,0,,In life you wish to control your own destiny at that I mean you control how much money you get how much and what people you decide to want to be around your for that matter; but I had a very nasty supervisor who believed that what she said goes a couple weeks back she told me that I was supposed to sit in for a worker who was not going to be at work I told her hey I will not do it I am scheduled to work to 8 to 2 I am not going over unless I am getting paid overtime; none the less the day came and I decided not to do the extra hours I went home only to find coming to the work the next day I was suspended for three days without pay; when I had returned I asked why was I suspended for not doing other peoples work; she told me that anything she said goes and I am a disgruntled employee; I ended up leaving the following 8 months because I could not take it.,-1,19,86,77,19,66,94,91,68,35,62,93,95,87,46,94,41,18,18,22,83,75,61,92,100,61,81,70,83,20,60,76,32,Male,male,2,4,0,0,0,1,0,0,0,0,,Very good engaging study enjoyed it much and thanks in advance,NA,0,0
R_1P0MDq0nUfB3RhO,98.234.69.59,0,0,8/13/15 19:28,8/13/15 19:34,0,1,0,0,A couple of years ago; I was in charge of the hiring process for an analyst at work.  I was in charge of all aspects of the hiring process; from writing up a job description through screening resumes; choosing which candidates to conduct initial phone interviews with; choosing which ones to bring in for more in-depth interviews; and ultimately choosing the final candidate to be hired.  It was definitely interesting to be on the other side of the hiring process; as while I had helped interview candidates before; I never had the ultimate responsibility of selecting which person to offer the job.  It definitely made me feel a little strange; and made me appreciate how much power dynamics matter; as I could tell that many of the candidates were trying to impress me and make me like them.,,-1,22,77,18,77,70,56,25,60,32,54,61,51,2,14,87,33,47,90,11,98,60,68,7,21,16,60,30,32,68,63,33,29,Male,male,6,5,0,0,0,1,0,0,0,0,,n/a,I've written essays before but never the specific ones asked for by this hit.,0,0
R_3O7FcV6mhX3rTjl,76.91.83.186,0,0,8/13/15 19:33,8/13/15 19:46,0,-1,0,0,,I wanted to get time off for a trip that I had been planning for a while with my girlfriend. I had asked long in advance for the time off from work and was told by the management that I would have my request granted. The week before I was to depart; my manager told me that I could not get the time off because he promised others with more seniority than me that they could have the day off to keep them happy. These other people asked for their time off after I did and I felt like I was treated incredibly unfairly but I needed to keep this job so I canceled the trip and dissapointed not only myself but my girlfriend. ,1,22,84,70,48,66,79,65,30,30,29,39,58,27,78,75,53,81,50,31,66,42,84,0,0,100,0,17,60,61,25,100,21,Male,male,6,5,0,0,0,1,0,0,0,0,,I enjoyed the hit veyr much.,I have completed a similar HIT before.,0,0
R_2QExsngrJDCc6Di,75.109.76.236,0,0,7/14/15 7:39,7/14/15 7:45,0,-1,0,0,,I had to take a job as a fast food worker. It was below my educational skills but I needed the money. I was assigned to a shift with an awful assistant manager. He was cruel and addicted to power. He would assign menial tasks just because he could. He was also verbally abusive. I hated going to work each day. Thankfully after 9 months; I could leave.,-1,24,68,16,55,63,66,17,61,12,64,56,68,9,10,60,68,9,58,22,56,40,59,16,35,45,81,42,44,70,72,51,54,male,male,3,6,0,0,0,1,0,0,0,0,,I can't think of anything now,no,0,0
R_1K3GAWvNfumEboa,128.170.224.10,0,0,7/14/15 8:14,7/14/15 8:18,0,-1,0,0,,When I first started working at my job there was a girl that had worked here a month already. She acted like she was a lifer. Bossing me around telling me what to do. Funny thing is; there is absolutely no way to learn a new job in one month. So in the end I ended up being her boss because she was wasting so much time trying to make sure she was MY boss she had no idea what she ws doing.,-1,24,90,77,61,93,50,88,90,7,80,53,94,0,100,100,0,100,100,0,100,99,100,21,93,8,64,90,87,48,59,0,27,male,male,5,4,0,0,0,1,0,0,0,0,,no,no,0,0
R_2rTrjb5g0tL4X7X,92.84.133.74,0,0,7/14/15 8:16,7/14/15 8:20,0,1,0,0,I had power over a friend i have borrowed him money and he needed me to help him in the situation so he made me feel very powerful.,,-1,26,84,41,71,38,79,42,47,37,32,64,57,69,26,22,68,43,29,89,49,46,34,63,35,73,81,71,69,33,43,34,36,male,male,2,3,0,0,0,1,0,0,0,0,,no,no,0,0
R_1zXhUlfbGpMiZZT,209.6.205.173,0,0,7/14/15 8:25,7/14/15 8:29,0,-1,0,0,,Someone had power over me when my boss had to decide whether I was going to get a promotion at work. I wanted to the promotion so that I would get a raise and a better position for my career. It was based on his evaluation of me. It made me feel helpless and nervous. Thankfully; I got the promotion. I was pretty happy. I felt relieved and grateful.,-1,26,88,51,73,82,63,50,60,16,73,30,82,6,81,93,73,79,90,41,83,81,96,14,85,29,79,18,28,88,80,57,25,male,male,3,5,0,0,0,1,0,0,0,0,,no,no,0,0
R_1DYDSWpBbvxb3Ur,74.69.59.158,0,0,7/14/15 8:47,7/14/15 8:53,0,-1,0,0,,I guess the most recent example where someone had power over me was when I had my yearly employment review. The evaluations my supervisor made would determine how much of a raise; if any I would get that year. As such; she ultimately had power over me.,-1,27,68,73,52,67,50,53,64,19,62,50,65,4,53,99,0,56,72,0,100,69,62,0,36,36,68,33,24,76,71,50,26,male,male,2,5,0,0,0,0,1,0,0,0,,,I think so. The scenario sounded similar.,1,0
R_1JRCra469QRCoDt,54.171.75.163,0,0,7/14/15 7:23,7/14/15 7:31,0,-1,0,0,,One particular time someone had power over me was at my old job. My supervisor was in charge of evaluating me for a new position which would be a promotion. He was the only person to decide who got the position; so I feel like he had a great deal of power over me. It made me feel hopeless and powerless.,1,34,92,93,86,84,58,95,64,51,80,47,93,40,63,81,60,58,37,44,72,67,73,7,31,77,80,43,40,61,63,71,27,male,male,3,5,0,0,0,1,0,0,0,0,,no,no,0,0
R_3JxAnMoLb1ELd9A,50.133.223.73,0,0,7/9/15 22:36,7/9/15 22:41,0,1,0,0,I was hiring an assistant and had executive authority over who to hire. I selected the candidates to interview; interviewed them; and had the responsibility of makign the final selection. ,,NA,38,58,8,39,0,75,0,60,41,38,51,19,47,49,26,35,18,43,50,58,58,28,68,37,60,40,43,64,43,62,26,44,male,male,6,6,0,0,0,1,0,0,0,0,,Patrick's narrative did not show for me in this HIT. The HIT went straight from my narrative to Qs about the story. ,no,0,0
R_1cXSl4BnsjqQihn,71.112.152.106,0,0,7/9/15 22:36,7/9/15 22:39,0,NA,0,0,,,-1,38,84,43,74,71,60,47,55,0,65,51,62,0,17,71,27,34,48,0,80,53,79,9,13,34,81,29,82,42,50,23,23,male,male,6,5,0,0,1,0,0,0,0,0,,no,I have complete hits that required me to react to given situations.,0,0
R_1hRcBoNfJBZDSQe,66.129.239.10,0,0,8/13/15 19:17,8/13/15 19:21,0,1,0,0,i was an associate at a bank. as such; i had power over the analysts,,1,39,32,38,32,31,37,27,20,47,36,36,17,46,16,20,50,16,16,48,17,16,18,50,57,52,50,50,50,55,50,45,29,male,male,6,6,0,0,0,1,0,0,0,0,,,,0,0
R_5itrSBq9AmLLorv,216.174.116.185,0,0,8/13/15 19:13,8/13/15 19:17,0,1,0,0,I was in charge of the pledges of the fraternity I was in; in college for a while. I had complete power over them and could literally get them to do anything I wanted. I loved having the power and made them drive from Orange County to Las Vegas in one night in order to do a scavenger hunt.,,1,42,59,57,32,57,43,44,56,34,32,43,46,47,55,61,49,61,31,58,50,58,55,40,64,38,36,24,64,57,39,40,22,Male,male,3,5,0,0,0,0,1,0,0,0,,no,no,0,0
R_2qk1cBMRNdRKubN,71.85.20.149,0,0,7/9/15 22:38,7/9/15 22:39,0,NA,0,0,,,1,46,54,32,84,13,71,15,70,87,33,34,33,64,42,40,52,34,58,78,40,69,81,19,86,89,19,78,66,41,58,59,24,male,male,2,3,0,0,0,1,0,0,0,0,,Nah,Nope,0,0
R_2TvHnS60SR7LknS,40.138.109.226,0,0,7/9/15 22:45,7/9/15 22:47,0,NA,0,0,,,1,49,49,49,49,49,49,48,50,48,51,50,49,50,50,52,50,51,50,50,50,50,49,50,50,50,50,50,50,50,50,50,27,Male,male,1,2,0,0,0,1,0,0,0,0,,no,no,0,0
R_3nHkQa4X3DdDNA0,40.138.109.226,0,1,7/9/15 22:47,7/9/15 22:51,0,1,0,0,There was a time when one of the empliyees got very out of hand at work.  We work in a kitchen; and he was very hurful to one of the waitresses.  I rebuked him and sent him to do dishes for the next week.,,NA,50,50,53,50,52,52,53,50,50,51,53,50,52,53,52,53,54,51,52,52,52,51,50,50,50,50,50,50,50,50,50,27,Male,male,2,2,0,0,0,1,0,0,0,0,,no,no,0,0
R_2TyJRQewy9tE9K2,75.134.10.210,0,0,7/14/15 7:39,7/14/15 7:42,0,-1,0,0,,At my job; there is someone in my department who thinks that he has authority; but he really doesnt. He tried to give orders and give out work but i try to ignore it. it gets very annoying because he knows he is not in charge but doesnt care,-1,51,46,28,27,21,28,28,64,38,22,25,80,50,26,27,47,34,37,36,39,28,21,61,63,43,50,50,53,50,50,46,25,MALE,male,6,5,0,0,0,1,0,0,0,0,,NONE,NO,0,0
R_2at31nMEqoAyjDH,75.70.50.159,0,0,8/13/15 19:55,8/13/15 20:01,0,1,0,0,This one time I was thinking  of kiddnapping a young woman; it turned out she was even kinkier than me.  She voluntarily let me handcuff her to the bed for a few days.  It was a thrill for her to bed to use the rest room or for a sip of sweat to drink.,,1,53,47,54,41,55,0,52,55,53,40,53,53,37,45,68,31,49,62,36,66,65,65,50,71,76,33,62,66,29,25,50,35,male,male,2,4,0,0,0,0,1,0,0,0,,no,no,0,0
R_12hW072lYws1X0e,173.168.95.138,0,0,7/14/15 7:23,7/14/15 7:25,0,-1,0,0,,basically when i obtained my store my supervisor had great power over me; it made me feel really bad.,1,53,56,61,61,42,66,64,60,57,50,47,69,44,54,51,47,61,49,59,53,59,44,63,63,68,41,64,40,59,39,73,28,male,male,2,2,0,0,0,1,0,0,0,0,,na,na,0,0
R_PRmPIzRMUs0g7O9,50.156.191.51,0,0,7/14/15 7:45,7/14/15 7:49,0,1,0,0,I was a TA in grad school.  I had power over the students.  It was wonderful.,,1,56,52,55,29,62,53,63,41,47,48,66,53,53,53,60,68,55,56,42,46,63,43,71,59,57,35,60,41,60,58,43,32,male,male,4,6,0,0,0,1,0,0,0,0,,no,no,0,0
R_1mwIZpHe6wFwG3H,71.97.41.111,0,0,7/9/15 22:37,7/9/15 22:49,0,1,0,0,The time when I have power on my brother is my freshmen year in college. I have a driver license and a car. My brother is depended on me to take him where he wanted. In order to do so; he will have to do some housework for me. I felt so much in control and make decision for both of us on where we should go.,,NA,56,46,14,64,50,59,21,30,54,37,70,45,61,26,42,58,21,21,35,33,44,14,59,30,55,73,63,75,70,70,32,22,male,male,2,5,0,0,1,0,0,0,0,0,,The HIT is easy to follow and complete.,I have not complete any HIT like this.,0,0
R_1rcAEtOPAxUB44E,105.230.25.209,0,0,7/14/15 7:41,7/14/15 7:47,0,-1,0,0,,I was a junior in my high school. Prefects prefered to monopolize me because I was too small. It was so bad,-1,56,51,60,52,64,42,43,48,32,70,59,65,51,81,38,61,45,62,52,57,41,60,69,76,72,68,86,63,72,81,66,27,Male,male,4,5,1,0,0,0,0,0,0,0,,no,no,0,0
R_BM1fz3nBJ22iyjf,50.141.78.142,0,0,7/10/15 3:58,7/10/15 4:00,0,-1,0,0,,I felt terrible. My boss ordered me to clean the dishes. ,-1,61,42,45,46,45,53,52,46,30,46,54,45,52,32,32,61,53,48,46,51,48,56,36,41,38,42,68,39,55,44,39,24,Male,male,1,5,0,0,1,0,0,0,0,0,,None. ,None. ,0,0
R_1mRG1rBmTtZ8f98,173.65.214.2,0,0,7/14/15 8:57,7/14/15 9:01,0,1,0,0,As a supervisor at my previous job; I had power over and led a group of 30-35 employees. I was also responsible for disciplining & evaluating those employees. I felt good.,,1,62,62,15,6,11,45,9,37,47,6,6,12,5,6,16,15,7,45,2,5,22,60,28,45,45,46,46,47,28,37,31,30,male,male,3,3,0,0,0,1,0,0,0,0,,,,0,0
R_2zuSBYVGfEhF0LU,92.84.133.74,0,1,7/14/15 8:20,7/14/15 8:24,0,-1,0,0,,I had power over my friend becaus i knew a secret of him and i only knew it,1,62,59,40,71,30,76,34,25,77,67,24,31,35,21,14,61,32,30,63,52,26,26,71,62,80,67,77,73,44,75,37,36,male,male,2,3,0,0,0,1,0,0,0,0,,,,0,0
R_WpVFDR04CNaVyqR,216.155.123.165,0,0,7/14/15 7:58,7/14/15 8:02,0,1,0,0,When I was the interviewer for another person I felt into this category. I had the ability to give a man his job and what I said really was important. I ultimately felt good about him and gave him the job.,,-1,63,54,10,51,45,48,40,55,57,32,46,29,39,40,35,29,33,25,33,33,39,29,44,58,56,41,41,62,58,57,61,24,Male,male,1,2,0,1,0,0,0,0,0,0,,no,no,0,0
R_NXfcNQMc4u3agRb,103.10.197.90,0,0,7/14/15 8:20,7/14/15 8:25,0,1,0,1,I cant remember such a situation,,1,64,73,25,58,49,83,31,69,64,64,18,32,60,42,31,81,43,35,70,45,63,32,75,60,72,64,72,62,74,59,25,29,male,male,2,3,0,0,0,1,0,0,0,0,,,,0,0
R_12uks1ASNzuG4Zl,67.240.236.251,0,0,7/14/15 8:19,7/14/15 8:24,0,1,0,0,Every day at work I am in control of two people. it is nice to know that I am the one in control knowing that what i say goes and i get to make the decisions on how things are done. so i know they are done correct and quickly,,-1,65,63,66,49,62,61,20,50,46,66,52,44,51,47,60,66,48,52,60,61,49,59,58,83,66,43,63,50,66,49,65,25,male,male,4,2,0,0,0,1,0,0,0,0,,,no,0,0
R_3EbYcetoroW0n3U,23.117.240.246,0,0,7/9/15 22:42,7/9/15 22:48,0,1,0,0,One time; I had to judge some people's short films. They were trying so hard to win. They did anything they could to convince me that there's was the best.,,NA,66,62,5,71,4,72,5,3,62,2,3,14,91,4,7,82,5,5,91,4,4,3,81,57,56,39,57,57,56,42,35,23,Male,male,2,3,0,0,0,1,1,0,0,0,,,,0,0
R_1mzorS8268JdKFo,68.194.225.176,0,0,7/9/15 22:36,7/9/15 22:42,0,1,0,0,I remember I had power over a friend who owed me money. I could basically tell him whatever I wanted him to do because he owed me money. I could tell him to clean my house to get a reduction in debt repayments. I had control over his entire life by controlling his finances.,,NA,69,74,8,70,9,73,8,11,69,8,9,7,73,8,9,74,7,6,76,8,9,8,69,65,26,30,57,59,33,31,42,23,Male,male,3,5,0,0,1,0,0,0,0,0,,I thought it was a fun and interesting HIT.,I have not.,0,0
R_2vktURphe7sOoae,5.254.65.4,0,0,7/14/15 8:20,7/14/15 8:26,0,1,0,1,I cant remember such a situation,,1,75,68,20,61,25,66,32,39,56,65,59,11,37,25,10,71,17,15,73,28,66,16,68,65,83,74,65,32,62,68,27,29,male,male,2,3,0,0,0,1,0,0,0,0,,,,0,0
R_2zr6MYnVQQjyIji,115.242.173.34,0,0,7/9/15 22:38,7/9/15 22:41,0,NA,0,0,,,-1,75,74,33,63,46,65,31,60,73,73,30,66,66,31,40,70,27,41,80,57,34,41,80,78,64,71,72,79,46,69,37,32,male,male,1,5,0,0,1,0,0,0,0,0,,,no,0,0
R_1j70fQfMXkuHSLQ,104.230.18.180,0,0,8/13/15 20:12,8/13/15 20:15,0,1,0,0,I was the group leader for work my day. We would go to neighborhoods and handout estimates. My job was to direct my employees where to go and collect any leads,,1,76,61,90,77,76,54,43,90,36,60,67,85,44,81,77,51,92,82,93,90,63,64,81,36,83,67,41,93,73,30,70,19,male,male,6,3,0,0,0,1,0,0,0,0,,very well done!,no,0,0
